Year,Rpt_Area,User,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonPel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,var_pBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea
2012,CI,Private,63,1,32,62,1,0,0.015873016,0.000251953,0.022526597,0.001208247,0.507936508,0.004031242,0.44989617,0.034295379,0.984126984,0.000251953,0.958509213,0.002786443,0.015873016,0.000251953,0.041490787,0.002786443,1,,0.468707483,0.139804017,0.516129032,0.004094096,0.470137758,0.03784141
2013,CI,Private,78,4,32,71,7,3,0.051282051,0.000631847,0.022526597,0.001208247,0.41025641,0.003142157,0.44989617,0.034295379,0.91025641,0.001060905,0.958509213,0.002786443,0.08974359,0.001060905,0.041490787,0.002786443,0.571428571,0.040816327,0.468707483,0.139804017,0.450704225,0.003536713,0.470137758,0.03784141
2014,CI,Private,121,4,35,117,4,0,0.033057851,0.000266375,0.022526597,0.001208247,0.289256198,0.001713225,0.44989617,0.034295379,0.966942149,0.000266375,0.958509213,0.002786443,0.033057851,0.000266375,0.041490787,0.002786443,1,0,0.468707483,0.139804017,0.299145299,0.001807391,0.470137758,0.03784141
2015,CI,Private,158,4,46,152,6,2,0.025316456,0.000157169,0.022526597,0.001208247,0.291139241,0.001314504,0.44989617,0.034295379,0.962025316,0.000232692,0.958509213,0.002786443,0.037974684,0.000232692,0.041490787,0.002786443,0.666666667,0.044444444,0.468707483,0.139804017,0.302631579,0.001397654,0.470137758,0.03784141
2016,CI,Private,107,0,39,105,2,2,0,0,0.022526597,0.001208247,0.364485981,0.002185245,0.44989617,0.034295379,0.981308411,0.00017304,0.958509213,0.002786443,0.018691589,0.00017304,0.041490787,0.002786443,0,0,0.468707483,0.139804017,0.371428571,0.002244898,0.470137758,0.03784141
2017,CI,Private,81,3,33,75,6,3,0.037037037,0.000445816,0.022526597,0.001208247,0.407407407,0.003017833,0.44989617,0.034295379,0.925925926,0.000857339,0.958509213,0.002786443,0.074074074,0.000857339,0.041490787,0.002786443,0.5,0.05,0.468707483,0.139804017,0.44,0.00332973,0.470137758,0.03784141
2018,CI,Private,171,3,94,164,7,4,0.01754386,0.000101389,0.022526597,0.001208247,0.549707602,0.001456054,0.44989617,0.034295379,0.959064327,0.000230941,0.958509213,0.002786443,0.040935673,0.000230941,0.041490787,0.002786443,0.428571429,0.040816327,0.468707483,0.139804017,0.573170732,0.001500896,0.470137758,0.03784141
2019,CI,Private,228,2,168,222,6,4,0.00877193,3.83038901837638e-05,0.022526597,0.001208247,0.736842105,0.000854211,0.44989617,0.034295379,0.973684211,0.000112878,0.958509213,0.002786443,0.026315789,0.000112878,0.041490787,0.002786443,0.333333333,0.044444444,0.468707483,0.139804017,0.756756757,0.000832923,0.470137758,0.03784141
2020,CI,Private,76,4,64,72,4,0,0.052631579,0.00066482,0.022526597,0.001208247,0.842105263,0.001772853,0.44989617,0.034295379,0.947368421,0.00066482,0.958509213,0.002786443,0.052631579,0.00066482,0.041490787,0.002786443,1,0,0.468707483,0.139804017,0.888888889,0.001391062,0.470137758,0.03784141
2021,CI,Private,82,2,48,76,6,4,0.024390244,0.00029377,0.022526597,0.001208247,0.585365854,0.002996453,0.44989617,0.034295379,0.926829268,0.000837244,0.958509213,0.002786443,0.073170732,0.000837244,0.041490787,0.002786443,0.333333333,0.044444444,0.468707483,0.139804017,0.631578947,0.003102493,0.470137758,0.03784141
2022,CI,Private,126,1,46,119,7,6,0.007936508,6.29881582262535e-05,0.022526597,0.001208247,0.365079365,0.001854371,0.44989617,0.034295379,0.944444444,0.000419753,0.958509213,0.002786443,0.055555556,0.000419753,0.041490787,0.002786443,0.142857143,0.020408163,0.468707483,0.139804017,0.386554622,0.002009578,0.470137758,0.03784141
2023,CI,Private,43,7,24,33,10,3,0.162790698,0.003244997,0.022526597,0.001208247,0.558139535,0.0058719,0.44989617,0.034295379,0.76744186,0.004249401,0.958509213,0.002786443,0.23255814,0.004249401,0.041490787,0.002786443,0.7,0.023333333,0.468707483,0.139804017,0.727272727,0.006198347,0.470137758,0.03784141
1993,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1994,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1995,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1997,EASTSIDE,Charter,5,0,5,5,0,0,0,0,0.061018908,0.050062433,1,0,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,1,0,0.909278514,0.017452138
1998,EASTSIDE,Charter,9,0,8,9,0,0,0,0,0.061018908,0.050062433,0.888888889,0.012345679,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,0.888888889,0.012345679,0.909278514,0.017452138
1999,EASTSIDE,Charter,4,0,4,4,0,0,0,0,0.061018908,0.050062433,1,0,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,1,0,0.909278514,0.017452138
2000,EASTSIDE,Charter,22,0,21,22,0,0,0,0,0.061018908,0.050062433,0.954545455,0.002066116,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,0.954545455,0.002066116,0.909278514,0.017452138
2001,EASTSIDE,Charter,2,0,2,2,0,0,0,0,0.061018908,0.050062433,1,0,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,1,0,0.909278514,0.017452138
2002,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2003,EASTSIDE,Charter,13,0,12,13,0,0,0,0,0.061018908,0.050062433,0.923076923,0.00591716,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,0.923076923,0.00591716,0.909278514,0.017452138
2004,EASTSIDE,Charter,2,0,2,2,0,0,0,0,0.061018908,0.050062433,1,0,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,1,0,0.909278514,0.017452138
2005,EASTSIDE,Charter,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2006,EASTSIDE,Charter,20,3,13,17,3,0,0.15,0.006710526,0.061018908,0.050062433,0.65,0.011973684,0.852460193,0.05962557,0.85,0.006710526,0.936165158,0.049887687,0.15,0.006710526,0.063834842,0.049887687,1,0,0.75,0.1875,0.764705882,0.011245675,0.909278514,0.017452138
2007,EASTSIDE,Charter,26,0,26,26,0,0,0,0,0.061018908,0.050062433,1,0,0.852460193,0.05962557,1,0,0.936165158,0.049887687,0,0,0.063834842,0.049887687,,,0.75,0.1875,1,0,0.909278514,0.017452138
2008,EASTSIDE,Charter,1,1,0,0,1,0,1,,0.061018908,0.050062433,0,,0.852460193,0.05962557,0,,0.936165158,0.049887687,1,,0.063834842,0.049887687,1,,0.75,0.1875,,,0.909278514,0.017452138
